Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,0,record,timestamp,"995752835",s,distance,"2955.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"150",rpm,power,"250",watts,altitude,"23.0",m,position_lat,"0",semicircles,position_long,"316696",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"23.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"995752836",s,distance,"2956.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"151",rpm,power,"250",watts,altitude,"24.0",m,position_lat,"0",semicircles,position_long,"316803",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"24.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"995752837",s,distance,"2957.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"152",rpm,power,"250",watts,altitude,"25.0",m,position_lat,"0",semicircles,position_long,"316911",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"25.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"995752838",s,distance,"2958.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"153",rpm,power,"250",watts,altitude,"26.0",m,position_lat,"0",semicircles,position_long,"317018",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"26.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"995752839",s,distance,"2959.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"154",rpm,power,"250",watts,altitude,"27.0",m,position_lat,"0",semicircles,position_long,"317125",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"27.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"995752840",s,distance,"2960.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"155",rpm,power,"250",watts,altitude,"28.0",m,position_lat,"0",semicircles,position_long,"317232",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"28.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"995752841",s,distance,"2961.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"156",rpm,power,"250",watts,altitude,"29.0",m,position_lat,"0",semicircles,position_long,"317339",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"29.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"995752842",s,distance,"2962.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"157",rpm,power,"250",watts,altitude,"30.0",m,position_lat,"0",semicircles,position_long,"317446",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"30.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"995752843",s,distance,"2963.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"158",rpm,power,"250",watts,altitude,"31.0",m,position_lat,"0",semicircles,position_long,"317554",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"31.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"995752844",s,distance,"2964.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"159",rpm,power,"250",watts,altitude,"32.0",m,position_lat,"0",semicircles,position_long,"317661",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"32.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"995752845",s,distance,"2965.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"160",rpm,power,"250",watts,altitude,"33.0",m,position_lat,"0",semicircles,position_long,"317768",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"33.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"995752846",s,distance,"2966.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"161",rpm,power,"250",watts,altitude,"34.0",m,position_lat,"0",semicircles,position_long,"317875",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"34.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"995752847",s,distance,"2967.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"162",rpm,power,"250",watts,altitude,"35.0",m,position_lat,"0",semicircles,position_long,"317982",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"35.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"995752848",s,distance,"2968.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"163",rpm,power,"250",watts,altitude,"36.0",m,position_lat,"0",semicircles,position_long,"318089",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"36.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"995752849",s,distance,"2969.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"164",rpm,power,"250",watts,altitude,"37.0",m,position_lat,"0",semicircles,position_long,"318197",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"37.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"995752850",s,distance,"2970.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"165",rpm,power,"250",watts,altitude,"38.0",m,position_lat,"0",semicircles,position_long,"318304",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"38.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"995752851",s,distance,"2971.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"166",rpm,power,"250",watts,altitude,"39.0",m,position_lat,"0",semicircles,position_long,"318411",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"39.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"995752852",s,distance,"2972.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"167",rpm,power,"250",watts,altitude,"40.0",m,position_lat,"0",semicircles,position_long,"318518",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"40.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"995752853",s,distance,"2973.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"168",rpm,power,"250",watts,altitude,"41.0",m,position_lat,"0",semicircles,position_long,"318625",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"41.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"995752854",s,distance,"2974.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"169",rpm,power,"250",watts,altitude,"42.0",m,position_lat,"0",semicircles,position_long,"318733",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"42.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"995752855",s,distance,"2975.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"170",rpm,power,"250",watts,altitude,"43.0",m,position_lat,"0",semicircles,position_long,"318840",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"43.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"995752856",s,distance,"2976.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"171",rpm,power,"250",watts,altitude,"44.0",m,position_lat,"0",semicircles,position_long,"318947",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"44.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"995752857",s,distance,"2977.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"172",rpm,power,"250",watts,altitude,"45.0",m,position_lat,"0",semicircles,position_long,"319054",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"45.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"995752858",s,distance,"2978.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"173",rpm,power,"250",watts,altitude,"46.0",m,position_lat,"0",semicircles,position_long,"319161",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"46.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"995752859",s,distance,"2979.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"174",rpm,power,"250",watts,altitude,"47.0",m,position_lat,"0",semicircles,position_long,"319268",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"47.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"995752860",s,distance,"2980.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"175",rpm,power,"250",watts,altitude,"48.0",m,position_lat,"0",semicircles,position_long,"319376",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"48.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"995752861",s,distance,"2981.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"176",rpm,power,"250",watts,altitude,"49.0",m,position_lat,"0",semicircles,position_long,"319483",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"49.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"995752862",s,distance,"2982.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"177",rpm,power,"250",watts,altitude,"50.0",m,position_lat,"0",semicircles,position_long,"319590",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"50.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"995752863",s,distance,"2983.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"178",rpm,power,"250",watts,altitude,"51.0",m,position_lat,"0",semicircles,position_long,"319697",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"51.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"995752864",s,distance,"2984.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"179",rpm,power,"250",watts,altitude,"52.0",m,position_lat,"0",semicircles,position_long,"319804",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"52.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"995752865",s,distance,"2985.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"180",rpm,power,"250",watts,altitude,"53.0",m,position_lat,"0",semicircles,position_long,"319911",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"53.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"995752866",s,distance,"2986.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"181",rpm,power,"250",watts,altitude,"54.0",m,position_lat,"0",semicircles,position_long,"320019",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"54.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"995752867",s,distance,"2987.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"182",rpm,power,"250",watts,altitude,"55.0",m,position_lat,"0",semicircles,position_long,"320126",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"55.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"995752868",s,distance,"2988.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"183",rpm,power,"250",watts,altitude,"56.0",m,position_lat,"0",semicircles,position_long,"320233",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"56.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"995752869",s,distance,"2989.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"184",rpm,power,"250",watts,altitude,"57.0",m,position_lat,"0",semicircles,position_long,"320340",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"57.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"995752870",s,distance,"2990.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"185",rpm,power,"250",watts,altitude,"58.0",m,position_lat,"0",semicircles,position_long,"320447",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"58.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"995752871",s,distance,"2991.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"186",rpm,power,"250",watts,altitude,"59.0",m,position_lat,"0",semicircles,position_long,"320554",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"59.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"995752872",s,distance,"2992.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"187",rpm,power,"250",watts,altitude,"60.0",m,position_lat,"0",semicircles,position_long,"320662",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"60.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"995752873",s,distance,"2993.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"188",rpm,power,"250",watts,altitude,"61.0",m,position_lat,"0",semicircles,position_long,"320769",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"61.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"995752874",s,distance,"2994.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"189",rpm,power,"250",watts,altitude,"62.0",m,position_lat,"0",semicircles,position_long,"320876",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"62.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"995752875",s,distance,"2995.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"190",rpm,power,"250",watts,altitude,"63.0",m,position_lat,"0",semicircles,position_long,"320983",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"63.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"995752876",s,distance,"2996.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"191",rpm,power,"250",watts,altitude,"64.0",m,position_lat,"0",semicircles,position_long,"321090",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"64.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"995752877",s,distance,"2997.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"192",rpm,power,"250",watts,altitude,"65.0",m,position_lat,"0",semicircles,position_long,"321197",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"65.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"995752878",s,distance,"2998.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"193",rpm,power,"250",watts,altitude,"66.0",m,position_lat,"0",semicircles,position_long,"321305",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"66.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"995752879",s,distance,"2999.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"194",rpm,power,"250",watts,altitude,"67.0",m,position_lat,"0",semicircles,position_long,"321412",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"67.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"995752880",s,distance,"3000.0",m,speed,"1.0",m/s,heart_rate,"126",bpm,cadence,"195",rpm,power,"250",watts,altitude,"68.0",m,position_lat,"0",semicircles,position_long,"321519",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"68.0",m,Heart Rate,"126",bpm,
Data,0,record,timestamp,"995752881",s,distance,"3001.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"196",rpm,power,"250",watts,altitude,"69.0",m,position_lat,"0",semicircles,position_long,"321626",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"69.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"995752882",s,distance,"3002.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"197",rpm,power,"250",watts,altitude,"70.0",m,position_lat,"0",semicircles,position_long,"321733",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"70.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"995752883",s,distance,"3003.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"198",rpm,power,"250",watts,altitude,"71.0",m,position_lat,"0",semicircles,position_long,"321841",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"71.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"995752884",s,distance,"3004.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"199",rpm,power,"250",watts,altitude,"72.0",m,position_lat,"0",semicircles,position_long,"321948",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"72.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"995752885",s,distance,"3005.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"200",rpm,power,"250",watts,altitude,"73.0",m,position_lat,"0",semicircles,position_long,"322055",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"73.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"995752886",s,distance,"3006.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"201",rpm,power,"250",watts,altitude,"74.0",m,position_lat,"0",semicircles,position_long,"322162",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"74.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"995752887",s,distance,"3007.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"202",rpm,power,"250",watts,altitude,"75.0",m,position_lat,"0",semicircles,position_long,"322269",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"75.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"995752888",s,distance,"3008.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"203",rpm,power,"250",watts,altitude,"76.0",m,position_lat,"0",semicircles,position_long,"322376",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"76.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"995752889",s,distance,"3009.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"204",rpm,power,"250",watts,altitude,"77.0",m,position_lat,"0",semicircles,position_long,"322484",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"77.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"995752890",s,distance,"3010.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"205",rpm,power,"250",watts,altitude,"78.0",m,position_lat,"0",semicircles,position_long,"322591",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"78.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"995752891",s,distance,"3011.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"206",rpm,power,"250",watts,altitude,"79.0",m,position_lat,"0",semicircles,position_long,"322698",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"79.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"995752892",s,distance,"3012.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"207",rpm,power,"250",watts,altitude,"80.0",m,position_lat,"0",semicircles,position_long,"322805",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"80.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"995752893",s,distance,"3013.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"208",rpm,power,"250",watts,altitude,"81.0",m,position_lat,"0",semicircles,position_long,"322912",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"81.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"995752894",s,distance,"3014.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"209",rpm,power,"250",watts,altitude,"82.0",m,position_lat,"0",semicircles,position_long,"323019",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"82.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"995752895",s,distance,"3015.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"210",rpm,power,"250",watts,altitude,"83.0",m,position_lat,"0",semicircles,position_long,"323127",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"83.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"995752896",s,distance,"3016.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"211",rpm,power,"250",watts,altitude,"84.0",m,position_lat,"0",semicircles,position_long,"323234",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"84.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"995752897",s,distance,"3017.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"212",rpm,power,"250",watts,altitude,"85.0",m,position_lat,"0",semicircles,position_long,"323341",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"85.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"995752898",s,distance,"3018.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"213",rpm,power,"250",watts,altitude,"86.0",m,position_lat,"0",semicircles,position_long,"323448",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"86.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"995752899",s,distance,"3019.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"214",rpm,power,"250",watts,altitude,"87.0",m,position_lat,"0",semicircles,position_long,"323555",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"87.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"995752900",s,distance,"3020.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"215",rpm,power,"250",watts,altitude,"88.0",m,position_lat,"0",semicircles,position_long,"323662",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"88.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"995752901",s,distance,"3021.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"216",rpm,power,"250",watts,altitude,"89.0",m,position_lat,"0",semicircles,position_long,"323770",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"89.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"995752902",s,distance,"3022.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"217",rpm,power,"250",watts,altitude,"90.0",m,position_lat,"0",semicircles,position_long,"323877",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"90.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"995752903",s,distance,"3023.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"218",rpm,power,"250",watts,altitude,"91.0",m,position_lat,"0",semicircles,position_long,"323984",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"91.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"995752904",s,distance,"3024.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"219",rpm,power,"250",watts,altitude,"92.0",m,position_lat,"0",semicircles,position_long,"324091",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"92.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"995752905",s,distance,"3025.0",m,speed,"1.0",m/s,heart_rate,"254",bpm,cadence,"220",rpm,power,"250",watts,altitude,"93.0",m,position_lat,"0",semicircles,position_long,"324198",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"93.0",m,Heart Rate,"254",bpm,
Data,0,record,timestamp,"995752906",s,distance,"3026.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"221",rpm,power,"250",watts,altitude,"94.0",m,position_lat,"0",semicircles,position_long,"324305",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"94.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"995752907",s,distance,"3027.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"222",rpm,power,"250",watts,altitude,"95.0",m,position_lat,"0",semicircles,position_long,"324413",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"95.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"995752908",s,distance,"3028.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"223",rpm,power,"250",watts,altitude,"96.0",m,position_lat,"0",semicircles,position_long,"324520",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"96.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"995752909",s,distance,"3029.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"224",rpm,power,"250",watts,altitude,"97.0",m,position_lat,"0",semicircles,position_long,"324627",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"97.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"995752910",s,distance,"3030.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"225",rpm,power,"250",watts,altitude,"98.0",m,position_lat,"0",semicircles,position_long,"324734",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"98.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"995752911",s,distance,"3031.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"226",rpm,power,"250",watts,altitude,"99.0",m,position_lat,"0",semicircles,position_long,"324841",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"99.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"995752912",s,distance,"3032.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"227",rpm,power,"250",watts,altitude,"100.0",m,position_lat,"0",semicircles,position_long,"324949",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"100.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"995752913",s,distance,"3033.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"228",rpm,power,"250",watts,altitude,"101.0",m,position_lat,"0",semicircles,position_long,"325056",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"101.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"995752914",s,distance,"3034.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"229",rpm,power,"250",watts,altitude,"102.0",m,position_lat,"0",semicircles,position_long,"325163",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"102.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"995752915",s,distance,"3035.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"230",rpm,power,"250",watts,altitude,"103.0",m,position_lat,"0",semicircles,position_long,"325270",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"103.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"995752916",s,distance,"3036.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"231",rpm,power,"250",watts,altitude,"104.0",m,position_lat,"0",semicircles,position_long,"325377",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"104.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"995752917",s,distance,"3037.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"232",rpm,power,"250",watts,altitude,"105.0",m,position_lat,"0",semicircles,position_long,"325484",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"105.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"995752918",s,distance,"3038.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"233",rpm,power,"250",watts,altitude,"106.0",m,position_lat,"0",semicircles,position_long,"325592",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"106.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"995752919",s,distance,"3039.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"234",rpm,power,"250",watts,altitude,"107.0",m,position_lat,"0",semicircles,position_long,"325699",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"107.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"995752920",s,distance,"3040.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"235",rpm,power,"250",watts,altitude,"108.0",m,position_lat,"0",semicircles,position_long,"325806",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"108.0",m,Heart Rate,"201",bpm,
